dbn,school_name,beds,location_name,ncessch,combokey
01M015,P.S. 015 Roberto Clemente,310100010015,P.S. 015 Roberto Clemente,360007602087,362058002087
01M019,P.S. 019 Asher Levy,310100010019,P.S. 019 Asher Levy,360007602101,362058002101
01M020,P.S. 020 Anna Silver,310100010020,P.S. 020 Anna Silver,360007602104,362058002104
01M034,P.S. 034 Franklin D. Roosevelt,310100010034,P.S. 034 Franklin D. Roosevelt,360007602157,362058002157
01M063,The STAR Academy - P.S.63,310100010063,The STAR Academy - P.S.63,360007602270,362058002270
01M064,P.S. 064 Robert Simon,310100010064,P.S. 064 Robert Simon,360007604868,362058004868
01M110,P.S. 110 Florence Nightingale,310100010110,P.S. 110 Florence Nightingale,360007602411,362058002411
01M134,P.S. 134 Henrietta Szold,310100010134,P.S. 134 Henrietta Szold,360007602492,362058002492
01M137,P.S. 137 John L. Bernstein,310100010137,P.S. 137 John L. Bernstein,360007602502,362058002502
01M140,P.S. 140 Nathan Straus,310100010140,P.S. 140 Nathan Straus,360007602511,362058002511
01M142,P.S. 142 Amalia Castro,310100010142,P.S. 142 Amalia Castro,360007602515,362058002515
01M184,P.S. 184m Shuang Wen,310100010184,P.S. 184m Shuang Wen,360007603508,362058003508
01M188,P.S. 188 The Island School,310100010188,P.S. 188 The Island School,360007604869,362058004869
01M292,Henry Street School for International Studies,310100011292,Henry Street School for International Studies,360007605614,362058005614
01M301,"Technology, Arts, and Sciences Studio",310100010301,"Technology, Arts, and Sciences Studio",360007605763,362058005763
01M315,The East Village Community School,310100010315,The East Village Community School,360007605615,362058005615
01M332,University Neighborhood Middle School,310100010332,University Neighborhood Middle School,360007605616,362058005616
01M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",310100010345,"Collaborative Academy of Science, Technology, & La",360007605863,362058005863
01M361,The Children's Workshop School,310100010361,The Children's Workshop School,360007605617,362058005617
01M363,Neighborhood School,310100010363,Neighborhood School,360007605618,362058005618
01M364,Earth School,310100010364,Earth School,360007605619,362058005619
01M378,School for Global Leaders,310100010378,School for Global Leaders,360007606021,362058006021
01M448,University Neighborhood High School,310100011448,University Neighborhood High School,360007603680,362058003680
01M450,East Side Community School,310100011450,East Side Community School,360007600695,362058000695
01M458,Forsyth Satellite Academy,310100011458,Forsyth Satellite Academy,360007606296,362058099968
01M509,Marta Valle High School,310100011509,Marta Valle High School,360007601275,362058001275
01M515,Lower East Side Preparatory High School,310100011515,Lower East Side Preparatory High School,360007600624,362058000624
01M539,"New Explorations into Science, Technology and Math High School",310100011539,"New Explorations into Science, Technology and Math",360007604873,362058004873
01M650,Cascades High School,310100011650,Cascades High School,360007603352,362058003352
01M696,Bard High School Early College,310100011696,Bard High School Early College,360007605621,362058005621
01M839,Tompkins Square Middle School,310100010839,Tompkins Square Middle School,360007605620,362058005620
02M001,P.S. 001 Alfred E. Smith,310200010001,P.S. 001 Alfred E. Smith,360007702042,362058002042
02M002,P.S. 002 Meyer London,310200010002,P.S. 002 Meyer London,360007702047,362058002047
02M003,P.S. 003 Charrette School,310200010003,P.S. 003 Charrette School,360007702049,362058002049
02M006,P.S. 006 Lillie D. Blake,310200010006,P.S. 006 Lillie D. Blake,360007702058,362058002058
02M011,P.S. 011 William T. Harris,310200010011,P.S. 011 William T. Harris,360007702076,362058002076
02M033,P.S. 033 Chelsea Prep,310200010033,P.S. 033 Chelsea Prep,360007702152,362058002152
02M040,P.S. 040 Augustus Saint-Gaudens,310200010040,P.S. 040 Augustus Saint-Gaudens,360007702177,362058002177
02M041,P.S. 041 Greenwich Village,310200010041,P.S. 041 Greenwich Village,360007702184,362058002184
02M042,P.S. 042 Benjamin Altman,310200010042,P.S. 042 Benjamin Altman,360007702187,362058002187
02M047,47 The American Sign Language and English Secondary School,310200010047,47 The American Sign Language and English Secondar,360007704454,362058004454
02M051,P.S. 051 Elias Howe,310200010051,P.S. 051 Elias Howe,360007702225,362058002225
02M059,P.S. 059 Beekman Hill International,310200010059,P.S. 059 Beekman Hill International,360007702253,362058002253
02M077,P.S. 77 Lower Lab School,310200010077,P.S. 77 Lower Lab School,360007703548,362058003548
02M089,P.S. 89,310200010089,P.S. 89,360007703328,362058003328
02M104,J.H.S. 104 Simon Baruch,310200010104,J.H.S. 104 Simon Baruch,360007704447,362058004447
02M111,P.S. 111 Adolph S. Ochs,310200010111,P.S. 111 Adolph S. Ochs,360007702414,362058002414
02M114,East Side Middle School,310200010114,East Side Middle School,360007704405,362058004405
02M116,P.S. 116 Mary Lindley Murray,310200010116,P.S. 116 Mary Lindley Murray,360007702433,362058002433
02M124,P.S. 124 Yung Wing,310200010124,P.S. 124 Yung Wing,360007702458,362058002458
02M126,P.S. 126 Jacob August Riis,310200010126,P.S. 126 Jacob August Riis,360007702468,362058002468
02M130,P.S. 130 Hernando De Soto,310200010130,P.S. 130 Hernando De Soto,360007702480,362058002480
02M131,M.S. 131,310200010131,M.S. 131,360007704402,362058004402
02M135,The Urban Assembly School for Emergency Management,310200011135,The Urban Assembly School for Emergency Management,360007706372,362058099874
02M139,Stephen T. Mather Building Arts & Craftsmanship High School,310200011139,Stephen T. Mather Building Arts & Craftsmanship Hi,360007706373,362058099873
02M150,P.S. 150,310200010150,P.S. 150,360007702540,362058002540
02M151,Yorkville Community School,310200010151,Yorkville Community School,360007706166,362058006166
02M158,P.S. 158 Bayard Taylor,310200010158,P.S. 158 Bayard Taylor,360007702569,362058002569
02M167,J.H.S. 167 Robert F. Wagner,310200010167,J.H.S. 167 Robert F. Wagner,360007702597,362058002597
02M183,P.S. 183 Robert L. Stevenson,310200010183,P.S. 183 Robert L. Stevenson,360007702635,362058002635
02M198,P.S. 198 Isador E. Ida Straus,310200010198,P.S. 198 Isador E. Ida Straus,360007702675,362058002675
02M212,P.S. 212 Midtown West,310200010212,P.S. 212 Midtown West,360007704407,362058004407
02M217,P.S./I.S. 217 Roosevelt Island,310200010217,P.S./I.S. 217 Roosevelt Island,360007704406,362058004406
02M225,Ella Baker School,310200011225,Ella Baker School,360007703348,362058003348
02M234,P.S. 234 Independence School,310200010234,P.S. 234 Independence School,360007704356,362058004356
02M255,M.S. 255 Salk School of Science,310200010255,M.S. 255 Salk School of Science,360007704408,362058004408
02M260,M.S. 260 Clinton School Writers & Artists,310200010260,M.S. 260 Clinton School Writers & Artists,360007704410,362058004410
02M267,"East Side Elementary School, PS 267",310200010267,"East Side Elementary School, PS 267",360007706210,362058006210
02M276,BATTERY PARK CITY SCHOOL,310200010276,BATTERY PARK CITY SCHOOL,360007706158,362058006158
02M281,The River School,310200010281,The River School,360007706371,362058099875
02M288,Food and Finance High School,310200011288,Food and Finance High School,360007705622,362058005622
02M289,I.S. 289,310200010289,I.S. 289,360007703331,362058003331
02M290,P.S. 290 Manhattan New School,310200010290,P.S. 290 Manhattan New School,360007701219,362058001219
02M294,Essex Street Academy,310200011294,Essex Street Academy,360007705623,362058005623
02M296,High School of Hospitality Management,310200011296,High School of Hospitality Management,360007705624,362058005624
02M298,Pace High School,310200011298,Pace High School,360007705625,362058005625
02M300,"Urban Assembly School of Design and Construction, The",310200011300,"Urban Assembly School of Design and Construction,",360007705626,362058005626
02M303,"Facing History School, The",310200011303,"Facing History School, The",360007705769,362058005769
02M305,"Urban Assembly Academy of Government and Law, The",310200011305,"Urban Assembly Academy of Government and Law, The",360007705770,362058005770
02M308,Lower Manhattan Arts Academy,310200011308,Lower Manhattan Arts Academy,360007705771,362058005771
02M312,New York City Lab Middle School for Collaborative Studies,310200010312,New York City Lab Middle School for Collaborative,360007705539,362058005539
02M313,"James Baldwin School, The: A School for Expeditionary Learning",310200011313,"James Baldwin School, The: A School for Expedition",360007705772,362058005772
02M316,"Urban Assembly School of Business for Young Women, the",310200011316,"Urban Assembly School of Business for Young Women,",360007705764,362058005764
02M343,The Peck Slip School,310200010343,The Peck Slip School,360007706334,362058099878
02M347,The 47 American Sign Language & English Lower School,310200010347,The 47 American Sign Language & English Lower Scho,360007705767,362058005767
02M374,Gramercy Arts High School,310200011374,Gramercy Arts High School,360007706077,362058006077
02M376,NYC iSchool,310200011376,NYC iSchool,360007706065,362058006065
02M392,MANHATTAN BUSINESS ACADEMY,310200011392,MANHATTAN BUSINESS ACADEMY,360007706108,362058006108
02M393,BUSINESS OF SPORTS SCHOOL,310200011393,BUSINESS OF SPORTS SCHOOL,360007706126,362058006126
02M394,EMMA LAZARUS HIGH SCHOOL,310200011394,EMMA LAZARUS HIGH SCHOOL,360007706169,362058006169
02M397,SPRUCE STREET SCHOOL,310200010397,SPRUCE STREET SCHOOL,360007706130,362058006130
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,310200011399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,360007706105,362058006105
02M400,High School for Environmental Studies,310200011400,High School for Environmental Studies,360007700116,362058000116
02M407,Institute for Collaborative Education,310200011407,Institute for Collaborative Education,360007701720,362058001720
02M408,Professional Performing Arts High School,310200011408,Professional Performing Arts High School,360007701723,362058001723
02M411,Baruch College Campus High School,310200011411,Baruch College Campus High School,360007702856,362058002856
02M412,N.Y.C. Lab School for Collaborative Studies,310200010412,N.Y.C. Lab School for Collaborative Studies,360007702857,362058002857
02M413,School of the Future High School,310200010413,School of the Future High School,360007702862,362058002862
02M414,N.Y.C. Museum School,310200010414,N.Y.C. Museum School,360007702871,362058002871
02M416,Eleanor Roosevelt High School,310200010416,Eleanor Roosevelt High School,360007705084,362058005084
02M418,Millennium High School,310200010418,Millennium High School,360007705085,362058005085
02M419,Landmark High School,310200011419,Landmark High School,360007700582,362058000582
02M420,High School for Health Professions and Human Services,310200011420,High School for Health Professions and Human Servi,360007700691,362058000691
02M422,Quest to Learn,310200011422,Quest to Learn,360007706125,362058006125
02M425,Leadership and Public Service High School,310200011425,Leadership and Public Service High School,360007700692,362058000692
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,310200011427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,360007706178,362058006178
02M429,Legacy School for Integrated Studies,310200011429,Legacy School for Integrated Studies,360007700583,362058000583
02M432,Murray Hill Academy,310200011432,Murray Hill Academy,360007706207,362058006207
02M437,Hudson High School of Learning Technologies,310200011437,Hudson High School of Learning Technologies,360007706193,362058006193
02M438,International High School at Union Square,310200011438,International High School at Union Square,360007706191,362058006191
02M439,Manhattan Village Academy,310200011439,Manhattan Village Academy,360007700584,362058000584
02M442,"Ballet Tech, NYC Public School for Dance",310200011442,"Ballet Tech, NYC Public School for Dance",360007705112,362058005112
02M449,Vanguard High School,310200011449,Vanguard High School,360007700585,362058000585
02M459,Manhattan International High School,310200011459,Manhattan International High School,360007700586,362058000586
02M460,Washington Irving High School,310200011460,Washington Irving High School,360007702885,362058002885
02M475,Stuyvesant High School,310200011475,Stuyvesant High School,360007702877,362058002877
02M489,High School of Economics and Finance,310200011489,High School of Economics and Finance,360007700700,362058000700
02M500,Unity Center for Urban Technologies,310200011500,Unity Center for Urban Technologies,360007700595,362058000595
02M507,Urban Assembly Gateway School for Technology,310200011507,Urban Assembly Gateway School for Technology,360007706251,362058099912
02M519,Talent Unlimited High School,310200011519,Talent Unlimited High School,360007701297,362058001297
02M520,Murry Bergtraum High School for Business Careers,310200011520,Murry Bergtraum High School for Business Careers,360007702034,362058002034
02M527,PS 527 - East Side School for Social Action,310200010527,PS 527 - East Side School for Social Action,360007706304,362058099880
02M529,Jacqueline Kennedy Onassis High School,310200011529,Jacqueline Kennedy Onassis High School,360007701299,362058001299
02M531,Repertory Company High School for Theatre Arts,310200011531,Repertory Company High School for Theatre Arts,360007701713,362058001713
02M533,Union Square Academy for Health Sciences,310200011533,Union Square Academy for Health Sciences,360007706309,362058099879
02M534,Harvest Collegiate High School,310200011534,Harvest Collegiate High School,360007706361,362058099877
02M542,Manhattan Bridges High School,310200011542,Manhattan Bridges High School,360007705500,362058005500
02M543,New Design High School,310200011543,New Design High School,360007705499,362058005499
02M544,Independence High School,310200011544,Independence High School,360007705566,362058005566
02M545,High School for Dual Language and Asian Studies,310200011545,High School for Dual Language and Asian Studies,360007705532,362058005532
02M546,Academy for Software Engineering,310200011546,Academy for Software Engineering,360007706363,362058099876
02M550,Liberty High School Academy for Newcomers,310200011550,Liberty High School Academy for Newcomers,360007700637,362058000637
02M551,Urban Assembly New York Harbor School,310200011551,Urban Assembly New York Harbor School,360007705560,362058005560
02M560,High School M560 - City As School,310200011560,High School M560 - City As School,360007700649,362058000649
02M565,Urban Academy Laboratory High School,310200011565,Urban Academy Laboratory High School,360007703646,362058003646
02M570,Satellite Academy High School,310200011570,Satellite Academy High School,360007700668,362058000668
02M575,Manhattan Comprehensive Night and Day High School,310200011575,Manhattan Comprehensive Night and Day High School,360007704778,362058004778
02M580,Richard R. Green High School of Teaching,310200011580,Richard R. Green High School of Teaching,360007704729,362058004729
02M586,Harvey Milk High School,310200011586,Harvey Milk High School,360007705522,362058005522
02M600,The High School of Fashion Industries,310200011600,The High School of Fashion Industries,360007701949,362058001949
02M605,Humanities Preparatory Academy,310200011605,Humanities Preparatory Academy,360007702914,362058002914
02M615,Chelsea Career and Technical Education High School,310200011615,Chelsea Career and Technical Education High School,360007701934,362058001934
02M620,Norman Thomas High School,310200011620,Norman Thomas High School,360007702039,362058002039
02M625,High School of Graphic Communication Arts,310200011625,High School of Graphic Communication Arts,360007704519,362058004519
02M630,Art and Design High School,310200011630,Art and Design High School,360007701911,362058001911
02M655,Life Sciences Secondary School,310200011655,Life Sciences Secondary School,360007703705,362058003705
02M896,Lower Manhattan Community Middle School,310200010896,Lower Manhattan Community Middle School,360007705768,362058005768
03M009,P.S. 009 Sarah Anderson,310300010009,P.S. 009 Sarah Anderson,360007802068,362058002068
03M054,J.H.S. 054 Booker T. Washington,310300010054,J.H.S. 054 Booker T. Washington,360007802235,362058002235
03M075,P.S. 075 Emily Dickinson,310300010075,P.S. 075 Emily Dickinson,360007802303,362058002303
03M076,P.S. 076 A. Philip Randolph,310300010076,P.S. 076 A. Philip Randolph,360007802308,362058002308
03M084,P.S. 084 Lillian Weber,310300010084,P.S. 084 Lillian Weber,360007802327,362058002327
03M087,P.S. 087 William Sherman,310300010087,P.S. 087 William Sherman,360007802335,362058002335
03M145,"P.S. 145, The Bloomingdale School",310300010145,"P.S. 145, The Bloomingdale School",360007802525,362058002525
03M149,P.S. 149 Sojourner Truth,310300010149,P.S. 149 Sojourner Truth,360007802539,362058002539
03M163,P.S. 163 Alfred E. Smith,310300010163,P.S. 163 Alfred E. Smith,360007802584,362058002584
03M165,P.S. 165 Robert E. Simon,310300010165,P.S. 165 Robert E. Simon,360007802591,362058002591
03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,310300010166,P.S. 166 The Richard Rodgers School of The Arts an,360007802593,362058002593
03M180,P.S. 180 Hugo Newman,310300010180,P.S. 180 Hugo Newman,360007805524,362058005524
03M185,P.S. 185 - The Early Childhood Discovery and Design Magnet School,310300010185,P.S. 185 - The Early Childhood Discovery and Desig,360007802640,362058002640
03M191,P.S. 191 Amsterdam,310300010191,P.S. 191 Amsterdam,360007802655,362058002655
03M199,P.S. 199 Jessie Isador Straus,310300010199,P.S. 199 Jessie Isador Straus,360007802677,362058002677
03M208,P.S. 208 Alain L. Locke,310300010208,P.S. 208 Alain L. Locke,360007802700,362058002700
03M241,STEM Institute of Manhattan,310300010241,STEM Institute of Manhattan,360007803550,362058003550
03M242,P.S. 242 - The Young Diplomats Magnet Academy,310300010242,P.S. 242 - The Young Diplomats Magnet Academy,360007803551,362058003551
03M243,M.S. 243 Center School,310300010243,M.S. 243 Center School,360007803552,362058003552
03M245,M.S. M245 The Computer School,310300010245,M.S. M245 The Computer School,360007803572,362058003572
03M247,M.S. M247 Dual Language Middle School,310300010247,M.S. M247 Dual Language Middle School,360007803579,362058003579
03M250,M.S. 250 West Side Collaborative Middle School,310300010250,M.S. 250 West Side Collaborative Middle School,360007803603,362058003603
03M256,M.S. 256 Academic & Athletic Excellence,310300010256,M.S. 256 Academic & Athletic Excellence,360007803607,362058003607
03M258,Community Action School - MS 258,310300010258,Community Action School - MS 258,360007803616,362058003616
03M283,Manhattan Theatre Lab High School,310300011283,Manhattan Theatre Lab High School,360007805638,362058005638
03M299,"High School for Arts, Imagination and Inquiry",310300011299,"High School for Arts, Imagination and Inquiry",360007805774,362058005774
03M307,"Urban Assembly School for Media Studies, The",310300011307,"Urban Assembly School for Media Studies, The",360007805630,362058005630
03M333,P.S. 333 Manhattan School for Children,310300010333,P.S. 333 Manhattan School for Children,360007803622,362058003622
03M334,The Anderson School,310300010334,The Anderson School,360007805773,362058005773
03M402,The Urban Assembly School for Green Careers,310300011402,The Urban Assembly School for Green Careers,360007806148,362058006148
03M403,The Global Learning Collaborative,310300011403,The Global Learning Collaborative,360007806146,362058006146
03M404,Innovation Diploma Plus,310300011404,Innovation Diploma Plus,360007806145,362058006145
03M415,Wadleigh Secondary School for the Performing & Visual Arts,310300011415,Wadleigh Secondary School for the Performing & Vis,360007800687,362058000687
03M417,FRANK McCOURT HIGH SCHOOL,310300011417,FRANK McCOURT HIGH SCHOOL,360007806185,362058006185
03M421,West Prep Academy,310300010421,West Prep Academy,360007806135,362058006135
03M452,P.S. 452,310300010452,P.S. 452,360007806187,362058006187
03M479,Beacon High School,310300011479,Beacon High School,360007800592,362058000592
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,310300011485,Fiorello H. LaGuardia High School of Music & Art a,360007804458,362058004458
03M492,"High School for Law, Advocacy and Community Justice",310300011492,"High School for Law, Advocacy and Community Justic",360007805113,362058005113
03M494,High School of Arts and Technology,310300011494,High School of Arts and Technology,360007805114,362058005114
03M505,Edward A. Reynolds West Side High School,310300011505,Edward A. Reynolds West Side High School,360007800619,362058000619
03M541,Manhattan / Hunter Science High School,310300011541,Manhattan / Hunter Science High School,360007805505,362058005505
03M859,Special Music School,310300011859,Special Music School,360007806115,362058006115
03M860,Frederick Douglass Academy II Secondary School,310300011860,Frederick Douglass Academy II Secondary School,360007805627,362058005627
03M862,Mott Hall II,310300010862,Mott Hall II,360007805629,362058005629
04M007,P.S. 007 Samuel Stern,310400010007,P.S. 007 Samuel Stern,360007902061,362058002061
04M012,Tag Young Scholars,310400010012,Tag Young Scholars,360007905631,362058005631
04M013,J.H.S. 013 Jackie Robinson,310400010013,J.H.S. 013 Jackie Robinson,360007904448,362058004448
04M037,River East Elementary,310400010037,River East Elementary,360007905632,362058005632
04M038,P.S. 38 Roberto Clemente,310400010038,P.S. 38 Roberto Clemente,360007902083,362058002083
04M050,P.S. 050 Vito Marcantonio,310400010050,P.S. 050 Vito Marcantonio,360007902223,362058002223
04M057,James Weldon Johnson,310400010057,James Weldon Johnson,360007902246,362058002246
04M072,The Lexington Academy,310400010072,The Lexington Academy,360007902294,362058002294
04M083,P.S. 083 Luis Munoz Rivera,310400010083,P.S. 083 Luis Munoz Rivera,360007905530,362058005530
04M096,P.S. 096 Joseph Lanzetta,310400010096,P.S. 096 Joseph Lanzetta,360007902366,362058002366
04M102,P.S. 102 Jacques Cartier,310400010102,P.S. 102 Jacques Cartier,360007902387,362058002387
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,310400010108,P.S. 108 Assemblyman Angelo Del Toro Educational C,360007902407,362058002407
04M112,P.S. 112 Jose Celso Barbosa,310400010112,P.S. 112 Jose Celso Barbosa,360007902418,362058002418
04M146,P.S. 146 Ann M. Short,310400010146,P.S. 146 Ann M. Short,360007902529,362058002529
04M155,P.S. 155 William Paca,310400010155,P.S. 155 William Paca,360007902560,362058002560
04M171,P.S. 171 Patrick Henry,310400010171,P.S. 171 Patrick Henry,360007902605,362058002605
04M182,The Bilingual Bicultural School,310400010182,The Bilingual Bicultural School,360007902324,362058002324
04M206,P.S. 206 Jose Celso Barbosa,310400010206,P.S. 206 Jose Celso Barbosa,360007902694,362058002694
04M224,M.S. 224 Manhattan East School for Arts & Academics,310400010224,M.S. 224 Manhattan East School for Arts & Academic,360007904412,362058004412
04M372,ESPERANZA PREPARATORY ACADEMY,310400010372,ESPERANZA PREPARATORY ACADEMY,360007906003,362058006003
04M375,Mosaic Preparatory Academy,310400010375,Mosaic Preparatory Academy,360007905998,362058005998
04M377,Renaissance School of the Arts,310400010377,Renaissance School of the Arts,360007906016,362058006016
04M381,Global Neighborhood Secondary School,310400011381,Global Neighborhood Secondary School,360007906022,362058006022
04M406,Global Technology Preparatory,310400010406,Global Technology Preparatory,360007906096,362058006096
04M409,Coalition School for Social Change,310400011409,Coalition School for Social Change,360007900579,362058000579
04M435,Manhattan Center for Science and Mathematics,310400011435,Manhattan Center for Science and Mathematics,360007904518,362058004518
04M495,Park East High School,310400011495,Park East High School,360007900593,362058000593
04M497,Central Park East I,310400010497,Central Park East I,360007905633,362058005633
04M555,Central Park East High School,310400011555,Central Park East High School,360007900638,362058000638
04M610,Young Women's Leadership School,310400011610,Young Women's Leadership School,360007902919,362058002919
04M635,Academy of Environmental Science Secondary High School,310400011635,Academy of Environmental Science Secondary High Sc,360007902927,362058002927
04M680,"Heritage School, The",310400011680,"Heritage School, The",360007902929,362058002929
04M825,Isaac Newton Middle School for Math & Science,310400010825,Isaac Newton Middle School for Math & Science,360007905634,362058005634
04M964,Central Park East II,310400010964,Central Park East II,360007905635,362058005635
05M030,P.S. 030 Hernandez/Hughes,310500010030,P.S. 030 Hernandez/Hughes,360008102141,362058002141
05M036,P.S. 036 Margaret Douglas,310500010036,P.S. 036 Margaret Douglas,360008102164,362058002164
05M046,P.S. 046 Arthur Tappan,310500010046,P.S. 046 Arthur Tappan,360008102207,362058002207
05M092,P.S. 092 Mary McLeod Bethune,310500010092,P.S. 092 Mary McLeod Bethune,360008105117,362058005117
05M123,P.S. 123 Mahalia Jackson,310500010123,P.S. 123 Mahalia Jackson,360008102455,362058002455
05M125,P.S. 125 Ralph Bunche,310500010125,P.S. 125 Ralph Bunche,360008102462,362058002462
05M129,P.S. 129 John H. Finley,310500010129,P.S. 129 John H. Finley,360008102475,362058002475
05M133,P.S. 133 Fred R Moore,310500010133,P.S. 133 Fred R Moore,360008102489,362058002489
05M148,Eagle Academy for Young Men of Harlem,310500011148,Eagle Academy for Young Men of Harlem,360008106379,362058099935
05M154,P.S. 154 Harriet Tubman,310500010154,P.S. 154 Harriet Tubman,360008102176,362058002176
05M157,The Urban Assembly School for Global Commerce,310500011157,The Urban Assembly School for Global Commerce,360008106380,362058099933
05M161,P.S. 161 Pedro Albizu Campos,310500010161,P.S. 161 Pedro Albizu Campos,360008102577,362058002577
05M175,P.S. 175 Henry H Garnet,310500010175,P.S. 175 Henry H Garnet,360008104690,362058004690
05M194,P.S. 194 Countee Cullen,310500010194,P.S. 194 Countee Cullen,360008102663,362058002663
05M197,P.S. 197 John B. Russwurm,310500010197,P.S. 197 John B. Russwurm,360008102670,362058002670
05M200,P.S. 200- The James Mccune Smith School,310500010200,P.S. 200- The James Mccune Smith School,360008102680,362058002680
05M285,Harlem Renaissance High School,310500011285,Harlem Renaissance High School,360008105758,362058005758
05M286,I.S. M286 Renaissance Leadership Academy,310500010286,I.S. M286 Renaissance Leadership Academy,360008104436,362058004436
05M302,KAPPA IV,310500010302,KAPPA IV,360008105636,362058005636
05M304,Mott Hall High School,310500011304,Mott Hall High School,360008105639,362058005639
05M318,Thurgood Marshall Academy Lower School,310500010318,Thurgood Marshall Academy Lower School,360008105780,362058005780
05M362,Columbia Secondary School,310500011362,Columbia Secondary School,360008105944,362058005944
05M367,Academy for Social Action: A College Board School,310500011367,Academy for Social Action: A College Board School,360008105945,362058005945
05M369,Urban Assembly School for the Performing Arts,310500011369,Urban Assembly School for the Performing Arts,360008105934,362058005934
05M410,The Urban Assembly Institute for New Technologies,310500010410,The Urban Assembly Institute for New Technologies,360008106116,362058006116
05M469,Choir Academy of Harlem,310500011469,Choir Academy of Harlem,360008100590,362058000590
05M499,Frederick Douglass Academy,310500011499,Frederick Douglass Academy,360008100701,362058000701
05M514,New Design Middle School,310500010514,New Design Middle School,360008106257,362058099967
05M517,Teachers College Community School,310500010517,Teachers College Community School,360008106256,362058099966
05M670,Thurgood Marshall Academy for Learning and Social Change,310500011670,Thurgood Marshall Academy for Learning and Social,360008105115,362058005115
05M685,Bread & Roses Integrated Arts High School,310500011685,Bread & Roses Integrated Arts High School,360008102938,362058002938
05M692,"High School for Mathematics, Science and Engineering at City College",310500011692,"High School for Mathematics, Science and Engineeri",360008105116,362058005116
06M004,P.S. 004 Duke Ellington,310600010004,P.S. 004 Duke Ellington,360008301675,362058001675
06M005,P.S. 005 Ellen Lurie,310600010005,P.S. 005 Ellen Lurie,360008300519,362058000519
06M008,P.S. 008 Luis Belliard,310600010008,P.S. 008 Luis Belliard,360008301676,362058001676
06M018,P.S. 018 Park Terrace,310600010018,P.S. 018 Park Terrace,360008300523,362058000523
06M028,P.S. 028 Wright Brothers,310600010028,P.S. 028 Wright Brothers,360008302135,362058002135
06M048,P.S. 048 P.O. Michael J. Buczek,310600010048,P.S. 048 P.O. Michael J. Buczek,360008300528,362058000528
06M052,J.H.S. 052 Inwood,310600010052,J.H.S. 052 Inwood,360008304451,362058004451
06M098,P.S. 098 Shorac Kappock,310600010098,P.S. 098 Shorac Kappock,360008302374,362058002374
06M103,Dos Puentes Elementary School,310600010103,Dos Puentes Elementary School,360008306381,362058099871
06M115,P.S. 115 Alexander Humboldt,310600010115,P.S. 115 Alexander Humboldt,360008302431,362058002431
06M128,P.S. 128 Audubon,310600010128,P.S. 128 Audubon,360008302472,362058002472
06M132,P.S. 132 Juan Pablo Duarte,310600010132,P.S. 132 Juan Pablo Duarte,360008302485,362058002485
06M143,J.H.S. 143 Eleanor Roosevelt,310600010143,J.H.S. 143 Eleanor Roosevelt,360008302519,362058002519
06M152,P.S. 152 Dyckman Valley,310600010152,P.S. 152 Dyckman Valley,360008302546,362058002546
06M153,P.S. 153 Adam Clayton Powell,310600010153,P.S. 153 Adam Clayton Powell,360008302550,362058002550
06M173,P.S. 173,310600010173,P.S. 173,360008302609,362058002609
06M178,Professor Juan Bosch Public School,310600010178,Professor Juan Bosch Public School,360008304872,362058004872
06M187,P.S./I.S. 187 Hudson Cliffs,310600010187,P.S./I.S. 187 Hudson Cliffs,360008302643,362058002643
06M189,P.S. 189,310600010189,P.S. 189,360008302648,362058002648
06M192,P.S. 192 Jacob H. Schiff,310600010192,P.S. 192 Jacob H. Schiff,360008302658,362058002658
06M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,310600010210,P.S./I.S. 210 - Twenty-first Century Academy for C,360008302872,362058002872
06M218,I.S. 218 Salome Urena,310600010218,I.S. 218 Salome Urena,360008300152,362058000152
06M223,The Mott Hall School,310600010223,The Mott Hall School,360008304517,362058004517
06M278,Paula Hedbavny School,310600010278,Paula Hedbavny School,360008305642,362058005642
06M293,City College Academy of the Arts,310600011293,City College Academy of the Arts,360008305784,362058005784
06M311,Amistad Dual Language School,310600010311,Amistad Dual Language School,360008305643,362058005643
06M314,Muscota,310600010314,Muscota,360008305644,362058005644
06M319,M.S. 319 - Maria Teresa,310600010319,M.S. 319 - Maria Teresa,360008305645,362058005645
06M322,Middle School 322,310600010322,Middle School 322,360008305782,362058005782
06M324,M.S. 324 - Patria Mirabal,310600010324,M.S. 324 - Patria Mirabal,360008305647,362058005647
06M325,P.S. 325,310600010325,P.S. 325,360008305783,362058005783
06M326,M.S. 326 - Writers Today & Leaders Tomorrow,310600010326,M.S. 326 - Writers Today & Leaders Tomorrow,360008305648,362058005648
06M328,M.S. 328 - Manhattan Middle School for Scientific Inquiry,310600010328,M.S. 328 - Manhattan Middle School for Scientific,360008305649,362058005649
06M346,Community Health Academy of the Heights,310600011346,Community Health Academy of the Heights,360008305878,362058005878
