dbn,school_name,beds,location_name,ncessch,combokey
09X058,P.S. 058,320900010058,P.S. 058,360008602250,362058002250
09X063,P.S. 063 Author's Academy,320900010063,P.S. 063 Author's Academy,360008605561,362058005561
09X064,P.S. 064 Pura Belpre,320900010064,P.S. 064 Pura Belpre,360008605542,362058005542
09X070,P.S. 070 Max Schoenfeld,320900010070,P.S. 070 Max Schoenfeld,360008602288,362058002288
09X073,P.S. 073 Bronx,320900010073,P.S. 073 Bronx,360008602298,362058002298
09X088,P.S. X088 - S. Silverstein Little Sparrow School,320900010088,P.S. X088 - S. Silverstein Little Sparrow School,360008602338,362058002338
09X109,P.S. 109 Sedgwick,320900010109,P.S. 109 Sedgwick,360008602410,362058002410
09X110,P.S. 110 Theodore Schoenfeld,320900010110,P.S. 110 Theodore Schoenfeld,360008602413,362058002413
09X114,P.S. X114 - Luis Llorens Torres Schools,320900010114,P.S. X114 - Luis Llorens Torres Schools,360008602276,362058002276
09X117,I.S. 117 Joseph H. Wade,320900010117,I.S. 117 Joseph H. Wade,360008605192,362058005192
09X126,P.S. 126 Dr Marjorie H Dunbar,320900010126,P.S. 126 Dr Marjorie H Dunbar,360008602465,362058002465
09X128,Mott Hall III,320900010128,Mott Hall III,360008605663,362058005663
09X132,P.S. 132 Garret A. Morgan,320900010132,P.S. 132 Garret A. Morgan,360008602486,362058002486
09X145,J.H.S. 145 Arturo Toscanini,320900010145,J.H.S. 145 Arturo Toscanini,360008602528,362058002528
09X163,P.S. 163 Arthur A. Schomburg,320900010163,P.S. 163 Arthur A. Schomburg,360008602583,362058002583
09X170,P.S. 170,320900010170,P.S. 170,360008600728,362058000728
09X199,P.S. 199X - The Shakespeare School,320900010199,P.S. 199X - The Shakespeare School,360008604459,362058004459
09X204,P.S. 204 Morris Heights,320900010204,P.S. 204 Morris Heights,360008604808,362058004808
09X215,Kappa,320900010215,Kappa,360008605790,362058005790
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,320900010218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,360008603742,362058003742
09X219,I.S. 219 New Venture School,320900010219,I.S. 219 New Venture School,360008603747,362058003747
09X227,Bronx Collegiate Academy,320900011227,Bronx Collegiate Academy,360008605669,362058005669
09X229,I.S. 229 Roland Patterson,320900010229,I.S. 229 Roland Patterson,360008602737,362058002737
09X230,P.S. 230 Dr Roland N. Patterson,320900010230,P.S. 230 Dr Roland N. Patterson,360008604355,362058004355
09X231,Eagle Academy for Young Men,320900011231,Eagle Academy for Young Men,360008605670,362058005670
09X232,I.S. 232,320900010232,I.S. 232,360008604876,362058004876
09X236,P.S. 236 Langston Hughes,320900010236,P.S. 236 Langston Hughes,360008602751,362058002751
09X239,"Urban Assembly Academy for History and Citizenship for Young Men, The",320900011239,Urban Assembly Academy for History and Citizenship,360008605671,362058005671
09X241,"Urban Assembly School for Applied Math and Science, The",320900011241,Urban Assembly School for Applied Math and Science,360008605673,362058005673
09X250,Eximius College Preparatory Academy: A College Board School,320900011250,Eximius College Preparatory Academy: A College Boa,360008605791,362058005791
09X252,Mott Hall Bronx High School,320900011252,Mott Hall Bronx High School,360008605793,362058005793
09X260,Bronx Center for Science and Mathematics,320900011260,Bronx Center for Science and Mathematics,360008605794,362058005794
09X263,Validus Preparatory Academy: An Expeditionary Learning School,320900011263,Validus Preparatory Academy: An Expeditionary Lear,360008605861,362058005861
09X274,The New American Academy at Roberto Clemente State Park,320900010274,The New American Academy at Roberto Clemente State,360008606391,362058099864
09X276,Leadership Institute,320900011276,Leadership Institute,360008605795,362058005795
09X294,The Walton Avenue School,320900010294,The Walton Avenue School,360008606392,362058099863
09X297,Morris Academy for Collaborative Studies,320900011297,Morris Academy for Collaborative Studies,360008605693,362058005693
09X303,I.S. X303 Leadership & Community Service,320900010303,I.S. X303 Leadership & Community Service,360008603764,362058003764
09X311,Lucero Elementary School,320900010311,Lucero Elementary School,360008606393,362058099862
09X313,I.S. 313 School of Leadership Development,320900010313,I.S. 313 School of Leadership Development,360008603767,362058003767
09X323,Bronx Writing Academy,320900010323,Bronx Writing Academy,360008605664,362058005664
09X324,Bronx Early College Academy for Teaching & Learning,320900011324,Bronx Early College Academy for Teaching & Learnin,360008605865,362058005865
09X325,Urban Science Academy,320900010325,Urban Science Academy,360008605665,362058005665
09X327,Comprehensive Model School Project M.S. 327,320900010327,Comprehensive Model School Project M.S. 327,360008605666,362058005666
09X328,New Millennium Business Academy Middle School,320900010328,New Millennium Business Academy Middle School,360008605667,362058005667
09X329,DreamYard Preparatory School,320900011329,DreamYard Preparatory School,360008605882,362058005882
09X339,I.S. 339,320900010339,I.S. 339,360008603780,362058003780
09X350,New Directions Secondary School,320900011350,New Directions Secondary School,360008606395,362058099860
09X361,The Highbridge Green School,320900010361,The Highbridge Green School,360008606394,362058099861
09X365,Academy for Language and Technology,320900011365,Academy for Language and Technology,360008605981,362058005981
09X403,Bronx International High School,320900011403,Bronx International High School,360008604879,362058004879
09X404,School for Excellence,320900011404,School for Excellence,360008605175,362058005175
09X412,Bronx High School of Business,320900011412,Bronx High School of Business,360008605176,362058005176
09X413,Bronx High School for Medical Science,320900011413,Bronx High School for Medical Science,360008605177,362058005177
09X414,Jonathan Levin High School for Media and Communications,320900011414,Jonathan Levin High School for Media and Communica,360008605178,362058005178
09X443,The Family School,320900010443,The Family School,360008606132,362058006132
09X449,Grant Avenue Elementary School,320900010449,Grant Avenue Elementary School,360008606121,362058006121
09X454,Science and Technology Academy: A Mott Hall School,320900010454,Science and Technology Academy: A Mott Hall School,360008606113,362058006113
09X457,Sheridan Academy for Young Leaders,320900010457,Sheridan Academy for Young Leaders,360008606150,362058006150
09X505,"Bronx School for Law, Government and Justice",320900011505,"Bronx School for Law, Government and Justice",360008602961,362058002961
09X517,Frederick Douglass Academy III Secondary School,320900011517,Frederick Douglass Academy III Secondary School,360008605668,362058005668
09X525,Bronx Leadership Academy High School,320900011525,Bronx Leadership Academy High School,360008600795,362058000795
09X555,Mount Eden Children's Academy,320900010555,Mount Eden Children's Academy,360008606312,362058099867
09X564,Claremont International HS,320900011564,Claremont International HS,360008606329,362058099866
09X568,Young Women's Leadership School of the Bronx,320900010568,Young Women's Leadership School of the Bronx,360008606345,362058099865
10X003,P.S. 3 Raul Julia Micro Society,321000010003,P.S. 3 Raul Julia Micro Society,360008705137,362058005137
10X007,P.S. 007 Kingsbridge,321000010007,P.S. 007 Kingsbridge,360008702060,362058002060
10X008,P.S. 008 Issac Varian,321000010008,P.S. 008 Issac Varian,360008702063,362058002063
10X009,P.S. 9 Ryer Avenue Elementary School,321000010009,P.S. 9 Ryer Avenue Elementary School,360008702067,362058002067
10X015,P.S. X015 Institute for Environmental Learning,321000010015,P.S. X015 Institute for Environmental Learning,360008701748,362058001748
10X020,P.S. 20 P.O.George J. Werdan III,321000010020,"PS/MS 20 P.O.George J. Werdann, III",360008702179,362058002179
10X023,P.S. 023 The New Children's School,321000010023,P.S. 023 The New Children's School,360008700130,362058000130
10X024,P.S. 024 Spuyten Duyvil,321000010024,P.S. 024 Spuyten Duyvil,360008702121,362058002121
10X032,P.S. 032 Belmont,321000010032,P.S. 032 Belmont,360008702150,362058002150
10X033,P.S. 033 Timothy Dwight,321000010033,P.S. 033 Timothy Dwight,360008702155,362058002155
10X037,P.S. X037 - Multiple Intelligence School,321000010037,P.S. X037 - Multiple Intelligence School,360008701304,362058001304
10X045,Thomas C. Giordano Middle School 45,321000010045,Thomas C. Giordano Middle School 45,360008702202,362058002202
10X046,P.S. 046 Edgar Allan Poe,321000010046,P.S. 046 Edgar Allan Poe,360008702204,362058002204
10X051,P.S. 051 Bronx New School,321000010051,P.S. 051 Bronx New School,360008700127,362058000127
10X054,P.S. / I.S. 54,321000010054,P.S. / I.S. 54,360008703783,362058003783
10X056,P.S. 056 Norwood Heights,321000010056,P.S. 056 Norwood Heights,360008702244,362058002244
10X059,P.S. 059 The Community School of Technology,321000010059,P.S. 059 The Community School of Technology,360008705138,362058005138
10X080,J.H.S. 080 The Mosholu Parkway,321000010080,J.H.S. 080 The Mosholu Parkway,360008702316,362058002316
10X081,P.S. 081 Robert J. Christen,321000010081,P.S. 081 Robert J. Christen,360008702318,362058002318
10X085,P.S. 085 Great Expectations,321000010085,P.S. 085 Great Expectations,360008705139,362058005139
10X086,P.S. 086 Kingsbridge Heights,321000010086,P.S. 086 Kingsbridge Heights,360008702332,362058002332
10X091,P.S. 091 Bronx,321000010091,P.S. 091 Bronx,360008705140,362058005140
10X094,P.S. 094 Kings College School,321000010094,P.S. 094 Kings College School,360008702357,362058002357
10X095,P.S. 095 Sheila Mencher,321000010095,P.S. 095 Sheila Mencher,360008702361,362058002361
10X118,J.H.S. 118 William W. Niles,321000010118,J.H.S. 118 William W. Niles,360008702440,362058002440
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141),321000011141,Riverdale / Kingsbridge Academy (Middle School / H,360008702513,362058002513
10X159,P.S. 159 Luis Munoz Marin Biling,321000010159,P.S. 159 Luis Munoz Marin Biling,360008704353,362058004353
10X205,P.S. 205 Fiorello Laguardia,321000010205,P.S. 205 Fiorello Laguardia,360008702691,362058002691
10X206,I.S. 206 Ann Mersereau,321000010206,I.S. 206 Ann Mersereau,360008704310,362058004310
10X207,P.S. 207,321000010207,P.S. 207,360008704693,362058004693
10X209,P.S. 209,321000010209,P.S. 209,360008700739,362058000739
10X213,Bronx Engineering and Technology Academy,321000011213,Bronx Engineering and Technology Academy,360008705676,362058005676
10X225,Theatre Arts Production Company School,321000010225,Theatre Arts Production Company School,360008705796,362058005796
10X226,P.S. 226,321000010226,P.S. 226,360008704731,362058004731
10X228,Jonas Bronck Academy,321000010228,Jonas Bronck Academy,360008705797,362058005797
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",321000011237,"The Marie Curie School for Medicine, Nursing, and",360008705677,362058005677
10X243,West Bronx Academy for the Future,321000011243,West Bronx Academy for the Future,360008705674,362058005674
10X244,The New School for Leadership and Journalism,321000010244,The New School for Leadership and Journalism,360008705798,362058005798
10X246,P.S. 246 Poe Center,321000010246,P.S. 246 Poe Center,360008704464,362058004464
10X254,I.S. 254,321000010254,I.S. 254,360008703794,362058003794
10X264,Bronx Academy for Software Engineering (BASE),321000011264,Bronx Academy for Software Engineering (BASE),360008706396,362058099858
10X268,Kingsbridge International High School,321000011268,Kingsbridge International High School,360008705799,362058005799
10X279,"P.S. 279 Captain Manuel Rivera, Jr.",321000010279,"P.S. 279 Captain Manuel Rivera, Jr.",360008700183,362058000183
10X280,P.S./M.S. 280 Mosholu Parkway,321000010280,P.S./M.S. 280 Mosholu Parkway,360008704695,362058004695
10X284,Bronx School of Law and Finance,321000011284,Bronx School of Law and Finance,360008705678,362058005678
10X291,P.S. 291,321000010291,P.S. 291,360008701306,362058001306
10X306,P.S. 306,321000010306,P.S. 306,360008701307,362058001307
10X307,Luisa Pineiro Fuentes School of Science and Discovery,321000010307,Luisa Pineiro Fuentes School of Science and Discov,360008705550,362058005550
10X308,Bronx Dance Academy School,321000010308,Bronx Dance Academy School,360008705569,362058005569
10X310,P.S. 310 Marble Hill,321000010310,P.S. 310 Marble Hill,360008702210,362058002210
10X315,P.S. 315 Lab School,321000010315,P.S. 315 Lab School,360008702939,362058002939
10X319,Providing Urban Learners Success In Education High School,321000011319,Providing Urban Learners Success In Education High,360008705760,362058005760
10X331,The Bronx School of Young Leaders,321000010331,The Bronx School of Young Leaders,360008705675,362058005675
10X340,P.S. 340,321000010340,P.S. 340,360008703795,362058003795
10X342,International School for Liberal Arts,321000011342,International School for Liberal Arts,360008705938,362058005938
10X344,Ampark Neighborhood,321000010344,Ampark Neighborhood,360008705993,362058005993
10X351,Bronx Collaborative High School,321000011351,Bronx Collaborative High School,360008706397,362058099857
10X353,World View High School,321000011353,World View High School,360008706398,362058099856
10X360,P.S. 360,321000010360,P.S. 360,360008703805,362058003805
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,321000010363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,360008706297,362058099929
10X368,In-Tech Academy (M.S. / High School 368),321000010368,In-Tech Academy (M.S. / High School 368),360008704473,362058004473
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),321000011374,Knowledge and Power Preparatory Academy Internatio,360008705943,362058005943
10X382,"Elementary School for Math, Science, and Technology",321000010382,"Elementary School for Math, Science, and Technolog",360008706057,362058006057
10X386,School for Environmental Citizenship,321000010386,School for Environmental Citizenship,360008706015,362058006015
10X390,M.S. 390,321000010390,M.S. 390,360008703811,362058003811
10X391,The Angelo Patri Middle School,321000010391,The Angelo Patri Middle School,360008703812,362058003812
10X396,P.S. 396,321000010396,P.S. 396,360008703820,362058003820
10X397,English Language Learners and International Support Preparatory Academy (ELLIS),321000011397,English Language Learners and International Suppor,360008706010,362058006010
10X433,High School for Teaching and the Professions,321000011433,High School for Teaching and the Professions,360008705181,362058005181
10X434,Belmont Preparatory High School,321000011434,Belmont Preparatory High School,360008705182,362058005182
10X437,Fordham High School for the Arts,321000011437,Fordham High School for the Arts,360008705183,362058005183
10X438,Fordham Leadership Academy for Business and Technology,321000011438,Fordham Leadership Academy for Business and Techno,360008705184,362058005184
10X439,Bronx High School for Law and Community Service,321000011439,Bronx High School for Law and Community Service,360008705185,362058005185
10X440,DeWitt Clinton High School,321000011440,DeWitt Clinton High School,360008701940,362058001940
10X442,"Celia Cruz Bronx High School of Music, The",321000011442,"Celia Cruz Bronx High School of Music, The",360008705556,362058005556
10X445,Bronx High School of Science,321000011445,Bronx High School of Science,360008701922,362058001922
10X447,Creston Academy,321000010447,Creston Academy,360008706141,362058006141
10X459,East Fordham Academy for the Arts,321000011459,East Fordham Academy for the Arts,360008706142,362058006142
10X475,John F. Kennedy High School,321000011475,John F. Kennedy High School,360008702016,362058002016
10X477,Marble Hill High School for International Studies,321000011477,Marble Hill High School for International Studies,360008705188,362058005188
10X524,Crotona International High School,321000011524,Crotona International High School,360008706247,362058099923
10X546,Bronx Theatre High School,321000011546,Bronx Theatre High School,360008705496,362058005496
10X549,Discovery High School,321000011549,Discovery High School,360008705557,362058005557
10X565,High School for Energy and Technology,321000011565,High School for Energy and Technology,360008706364,362058099859
10X660,Grace Dodge Career and Technical Education High School,321000011660,Grace Dodge Career and Technical Education High Sc,360008701958,362058001958
10X696,High School of American Studies at Lehman College,321000011696,High School of American Studies at Lehman College,360008705190,362058005190
11X016,P.S. 016 Wakefield,321100010016,P.S. 016 Wakefield,360008802092,362058002092
11X019,P.S. 019 Judith K. Weiss,321100010019,P.S. 019 Judith K. Weiss,360008802100,362058002100
11X021,P.S. 021 Philip H. Sheridan,321100010021,P.S. 021 Philip H. Sheridan,360008802111,362058002111
11X041,P.S. 041 Gun Hill Road,321100010041,P.S. 041 Gun Hill Road,360008802185,362058002185
11X068,P.S. 068 Bronx,321100010068,P.S. 068 Bronx,360008802282,362058002282
11X076,P.S. 076 The Bennington School,321100010076,P.S. 076 The Bennington School,360008802306,362058002306
11X078,P.S. 078 Anne Hutchinson,321100010078,P.S. 078 Anne Hutchinson,360008802312,362058002312
11X083,P.S. 083 Donald Hertz,321100010083,P.S. 083 Donald Hertz,360008802323,362058002323
11X087,P.S. 087 Bronx,321100010087,P.S. 087 Bronx,360008802336,362058002336
11X089,P.S. 089 Bronx,321100010089,P.S. 089 Bronx,360008802342,362058002342
11X096,P.S. 096 Richard Rodgers,321100010096,P.S. 096 Richard Rodgers,360008802364,362058002364
11X097,P.S. 097 Bronx,321100010097,P.S. 097 Bronx,360008802368,362058002368
11X103,P.S. 103 Hector Fontanez,321100010103,P.S. 103 Hector Fontanez,360008802389,362058002389
11X105,P.S. 105 Sen Abraham Bernstein,321100010105,P.S. 105 Sen Abraham Bernstein,360008802394,362058002394
11X106,P.S. 106 Parkchester,321100010106,P.S. 106 Parkchester,360008802397,362058002397
11X108,P.S. 108 Philip J. Abinanti,321100010108,P.S. 108 Philip J. Abinanti,360008802404,362058002404
11X111,P.S. 111 Seton Falls,321100010111,P.S. 111 Seton Falls,360008802417,362058002417
11X112,P.S. 112 Bronxwood,321100010112,P.S. 112 Bronxwood,360008802419,362058002419
11X121,P.S. 121 Throop,321100010121,P.S. 121 Throop,360008802450,362058002450
11X127,J.H.S. 127 The Castle Hill,321100010127,J.H.S. 127 The Castle Hill,360008802469,362058002469
11X142,MS 142 John Philip Sousa,321100010142,MS 142 John Philip Sousa,360008802517,362058002517
11X144,J.H.S. 144 Michelangelo,321100010144,J.H.S. 144 Michelangelo,360008802524,362058002524
11X153,P.S. 153 Helen Keller,321100010153,P.S. 153 Helen Keller,360008802553,362058002553
11X160,P.S. 160 Walt Disney,321100010160,P.S. 160 Walt Disney,360008802573,362058002573
11X169,BAYCHESTER ACADEMY,321100010169,BAYCHESTER ACADEMY,360008806144,362058006144
11X175,P.S. 175 City Island,321100010175,P.S. 175 City Island,360008802613,362058002613
11X178,P.S. 178 - Dr. Selman Waksman,321100010178,P.S. 178 - Dr. Selman Waksman,360008800158,362058000158
11X180,M.S. 180 Dr. Daniel Hale Williams,321100010180,M.S. 180 Dr. Daniel Hale Williams,360008802628,362058002628
11X181,I.S. 181 Pablo Casals,321100010181,I.S. 181 Pablo Casals,360008801989,362058001989
11X189,Cornerstone Academy for Social Action,321100010189,Cornerstone Academy for Social Action,360008805971,362058005971
11X194,PS/MS 194,321100010194,PS/MS 194,360008805558,362058005558
11X249,Bronx Health Sciences High School,321100011249,Bronx Health Sciences High School,360008805680,362058005680
11X253,Bronx High School for Writing and Communication Arts,321100011253,Bronx High School for Writing and Communication Ar,360008805681,362058005681
11X265,Bronx Lab School,321100011265,Bronx Lab School,360008805683,362058005683
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,321100011270,Academy for Scholarship and Entrepreneurship: A Co,360008805810,362058005810
11X272,Globe School for Environmental Research,321100011272,Globe School for Environmental Research,360008805802,362058005802
11X275,High School of Computers and Technology,321100011275,High School of Computers and Technology,360008805684,362058005684
11X287,The Forward School,321100010287,The Forward School,360008805800,362058005800
11X288,Collegiate Institute for Math and Science,321100011288,Collegiate Institute for Math and Science,360008805685,362058005685
11X289,The Young Scholars Academy of The Bronx,321100010289,The Young Scholars Academy of The Bronx,360008805801,362058005801
11X290,Bronx Academy of Health Careers,321100011290,Bronx Academy of Health Careers,360008805686,362058005686
11X299,Astor Collegiate Academy,321100011299,Astor Collegiate Academy,360008805687,362058005687
11X322,Aspire Preparatory Middle School,321100010322,Aspire Preparatory Middle School,360008805880,362058005880
11X326,Bronx Green Middle School,321100010326,Bronx Green Middle School,360008805953,362058005953
11X355,Bronx Alliance Middle School,321100010355,Bronx Alliance Middle School,360008806399,362058099852
11X357,Young Voices Academy of the Bronx,321100010357,Young Voices Academy of the Bronx,360008806400,362058099851
11X370,School of Diplomacy,321100010370,School of Diplomacy,360008805969,362058005969
11X415,Christopher Columbus High School,321100011415,Christopher Columbus High School,360008801935,362058001935
11X418,Bronx High School for the Visual Arts,321100011418,Bronx High School for the Visual Arts,360008805179,362058005179
11X455,Harry S Truman High School,321100011455,Harry S Truman High School,360008801963,362058001963
11X462,Cornerstone Academy for Social Action Middle School (CASA),321100010462,Cornerstone Academy for Social Action Middle Schoo,360008806107,362058006107
11X468,Pelham Academy of Academics and Community Engagement,321100010468,Pelham Academy of Academics and Community Engageme,360008806129,362058006129
11X498,PS/MS 11X498 - VAN NEST ACADEMY,321100010498,PS/MS 11X498 - VAN NEST ACADEMY,360008806217,362058006217
11X508,Bronxdale High School,321100011508,Bronxdale High School,360008806270,362058099928
11X509,High School of Language and Innovation,321100011509,High School of Language and Innovation,360008806245,362058099927
11X513,New World High School,321100011513,New World High School,360008805803,362058005803
11X514,The Bronxwood Preparatory Academy,321100011514,The Bronxwood Preparatory Academy,360008805804,362058005804
11X529,One World Middle School at Edenwald,321100010529,One World Middle School at Edenwald,360008806259,362058099922
11X532,Baychester Middle School,321100010532,Baychester Middle School,360008806249,362058099920
11X541,Global Enterprise High School,321100011541,Global Enterprise High School,360008805559,362058005559
11X542,Pelham Preparatory Academy,321100011542,Pelham Preparatory Academy,360008805541,362058005541
11X544,High School for Contemporary Arts,321100011544,High School for Contemporary Arts,360008805543,362058005543
11X545,Bronx Aerospace High School,321100011545,Bronx Aerospace High School,360008805568,362058005568
11X556,Bronx Park Middle School,321100010556,Bronx Park Middle School,360008806314,362058099855
11X566,Pelham Gardens Middle School,321100010566,Pelham Gardens Middle School,360008806322,362058099854
11X567,Linden Tree Elementary School,321100010567,Linden Tree Elementary School,360008806338,362058099853
12X006,P.S. 006 West Farms,321200010006,P.S. 006 West Farms,360009002059,362058002059
12X044,P.S. 044 David C. Farragut,321200010044,P.S. 044 David C. Farragut,360009002194,362058002194
12X047,P.S. 047 John Randolph,321200010047,P.S. 047 John Randolph,360009002209,362058002209
12X050,P.S. 050 Clara Barton,321200010050,P.S. 050 Clara Barton,360009002219,362058002219
12X057,P.S. 057 Crescent,321200010057,P.S. 057 Crescent,360009002245,362058002245
12X061,P.S. 061 Francisco Oller,321200010061,P.S. 061 Francisco Oller,360009002260,362058002260
12X066,P.S. 066 School of Higher Expectations,321200010066,P.S. 066 School of Higher Expectations,360009005509,362058005509
12X067,P.S. 067 Mohegan School,321200010067,P.S. 067 Mohegan School,360009002279,362058002279
12X092,P.S. 092 Bronx,321200010092,P.S. 092 Bronx,360009002350,362058002350
12X098,J.H.S. 098 Herman Ridder,321200010098,J.H.S. 098 Herman Ridder,360009002373,362058002373
12X102,P.S. 102 Joseph O. Loretan,321200010102,P.S. 102 Joseph O. Loretan,360009002388,362058002388
12X129,M.S. 129 Academy for Independent Learning and Leadership,321200010129,M.S. 129 Academy for Independent Learning and Lead,360009002477,362058002477
12X134,P.S. 134 George F. Bristow,321200010134,P.S. 134 George F. Bristow,360009002491,362058002491
12X150,P.S. 150 Charles James Fox,321200010150,P.S. 150 Charles James Fox,360009002541,362058002541
12X190,E.S.M.T- I.S. 190,321200010190,E.S.M.T- I.S. 190,360009005166,362058005166
12X195,P.S. 195,321200010195,P.S. 195,360009003353,362058003353
12X196,P.S. 196,321200010196,P.S. 196,360009003369,362058003369
12X211,P.S. 211,321200010211,P.S. 211,360009002706,362058002706
12X212,P.S. 212,321200010212,P.S. 212,360009001309,362058001309
12X214,P.S. 214,321200010214,P.S. 214,360009000227,362058000227
12X217,School of Performing Arts,321200010217,School of Performing Arts,360009005169,362058005169
12X242,Mott Hall V,321200010242,Mott Hall V,360009005805,362058005805
12X248,"Metropolitan High School, The",321200011248,"Metropolitan High School, The",360009005809,362058005809
12X251,Explorations Academy,321200011251,Explorations Academy,360009005792,362058005792
12X262,Performance Conservatory High School,321200011262,Performance Conservatory High School,360009005682,362058005682
12X267,Bronx Latin,321200011267,Bronx Latin,360009005689,362058005689
12X271,East Bronx Academy for the Future,321200011271,East Bronx Academy for the Future,360009005679,362058005679
12X273,Frederick Douglass Academy V. Middle School,321200010273,Frederick Douglass Academy V. Middle School,360009005690,362058005690
12X278,Peace and Diversity Academy,321200011278,Peace and Diversity Academy,360009005658,362058005658
12X286,Fannie Lou Hamer Middle School,321200010286,Fannie Lou Hamer Middle School,360009005806,362058005806
12X300,The School of Science and Applied Learning,321200010300,The School of Science and Applied Learning,360009005807,362058005807
12X314,Fairmont Neighborhood School,321200010314,Fairmont Neighborhood School,360009006401,362058099910
12X316,Kappa III,321200010316,Kappa III,360009005691,362058005691
12X318,"I.S. X318 Math, Science & Technology Through Arts",321200010318,"I.S. X318 Math, Science & Technology Through Arts",360009004878,362058004878
12X341,Accion Academy,321200010341,Accion Academy,360009005692,362058005692
12X372,Urban Assembly School for Wildlife Conservation,321200010372,Urban Assembly School for Wildlife Conservation,360009005970,362058005970
12X383,Emolior Academy,321200010383,Emolior Academy,360009006002,362058006002
12X384,Entrada Academy,321200010384,Entrada Academy,360009006075,362058006075
12X388,Pan American International High School at Monroe,321200011388,Pan American International High School at Monroe,360009006030,362058006030
12X446,Arturo A. Schomburg Satellite Academy Bronx,321200011446,Arturo A. Schomburg Satellite Academy Bronx,360009006218,362058006218
12X463,Urban Scholars Community School,321200010463,Urban Scholars Community School,360009006133,362058006133
12X478,THE CINEMA SCHOOL,321200011478,THE CINEMA SCHOOL,360009006160,362058006160
12X479,Bronx Career and College Preparatory High School,321200011479,Bronx Career and College Preparatory High School,360009006163,362058006163
12X480,Bronx Regional High School,321200011480,Bronx Regional High School,360009000744,362058000744
12X511,Bronx Envision Academy,321200011511,Bronx Envision Academy,360009006275,362058099926
12X521,The Metropolitan Soundview High School,321200011521,The Metropolitan Soundview High School,360009006276,362058099925
12X531,Archer Elementary School,321200010531,Archer Elementary School,360009006266,362058099921
12X536,PS 536,321200010536,PS 536,360009006261,362058099919
12X550,High School of World Cultures,321200011550,High School of World Cultures,360009001767,362058001767
12X682,Fannie Lou Hamer Freedom High School,321200011682,Fannie Lou Hamer Freedom High School,360009001327,362058001327
12X684,Wings Academy,321200011684,Wings Academy,360009001332,362058001332
12X690,Monroe Academy for Business/Law,321200011690,Monroe Academy for Business/Law,360009001339,362058001339
12X691,Bronx Little School,321200011691,Bronx Little School,360009003847,362058003847
12X692,Monroe Academy for Visual Arts & Design,321200011692,Monroe Academy for Visual Arts & Design,360009001341,362058001341
13K003,P.S. 003 The Bedford Village,331300010003,P.S. 003 The Bedford Village,360009102050,362058002050
13K008,P.S. 008 Robert Fulton,331300010008,P.S. 008 Robert Fulton,360009102064,362058002064
13K009,P.S. 009 Teunis G. Bergen,331300010009,P.S. 009 Teunis G. Bergen,360009102069,362058002069
13K011,P.S. 011 Purvis J. Behan,331300010011,P.S. 011 Purvis J. Behan,360009102074,362058002074
13K020,P.S. 020 Clinton Hill,331300010020,P.S. 020 Clinton Hill,360009102106,362058002106
13K044,P.S. 044 Marcus Garvey,331300010044,P.S. 044 Marcus Garvey,360009102195,362058002195
13K046,P.S. 046 Edward C. Blum,331300010046,P.S. 046 Edward C. Blum,360009102205,362058002205
13K054,P.S. 054 Samuel C. Barnes,331300010054,P.S. 054 Samuel C. Barnes,360009102237,362058002237
13K056,P.S. 056 Lewis H. Latimer,331300010056,P.S. 056 Lewis H. Latimer,360009102243,362058002243
13K067,P.S. 067 Charles A. Dorsey,331300010067,P.S. 067 Charles A. Dorsey,360009102280,362058002280
13K093,P.S. 093 William H. Prescott,331300010093,P.S. 093 William H. Prescott,360009102356,362058002356
13K103,Satellite Three,331300010103,Satellite Three,360009105694,362058005694
13K113,M.S. 113 Ronald Edmonds Learning Center,331300010113,M.S. 113 Ronald Edmonds Learning Center,360009104523,362058004523
13K133,P.S. 133 William A. Butler,331300010133,P.S. 133 William A. Butler,360009102490,362058002490
13K256,P.S. 256 Benjamin Banneker,331300010256,P.S. 256 Benjamin Banneker,360009102772,362058002772
13K265,Dr. Susan S. McKinney Secondary School of the Arts,331300010265,Dr. Susan S. McKinney Secondary School of the Arts,360009102781,362058002781
13K266,M.S. K266 - Park Place Community Middle School,331300010266,M.S. K266 - Park Place Community Middle School,360009104483,362058004483
13K270,P.S. 270 Johann DeKalb,331300010270,P.S. 270 Johann DeKalb,360009102784,362058002784
13K282,P.S. 282 Park Slope,331300010282,P.S. 282 Park Slope,360009102793,362058002793
13K287,P.S. 287 Bailey K. Ashford,331300010287,P.S. 287 Bailey K. Ashford,360009102796,362058002796
13K301,Satellite East Middle School,331300010301,Satellite East Middle School,360009105695,362058005695
13K305,P.S. 305 Dr. Peter Ray,331300010305,P.S. 305 Dr. Peter Ray,360009102809,362058002809
13K307,P.S. 307 Daniel Hale Williams,331300010307,P.S. 307 Daniel Hale Williams,360009102811,362058002811
13K313,Satellite West Middle School,331300010313,Satellite West Middle School,360009105696,362058005696
